Customer ID,Internal Obligor ID,Obligor Name,City,Country,Industry Code,Internal Risk Rating,Taxpayer ID (TIN),Stock Exchange,Ticker Symbol,CUSIP,Internal Credit Facility ID,Origination Date,Maturity Date,Credit Facility Type,Credit Facility Purpose,Loan Amount,Outstanding Balance,Interest Rate,Collateral Type,Loan Status,Payment Frequency,Currency,Loan Grade,Syndicated Loan Flag,Disposition Flag,Guarantor ID,Guarantor Name,Guarantor Rating,Loan to Value Ratio,Debt Service Coverage Ratio,Total Assets,Total Liabilities,EBITDA,Net Income,Total Revenue,Total Equity,Cash Flow,Interest Coverage Ratio,Loan Default Probability
2.00005E+13,fc15163c-9a1f-450d-a986-5e85e7c016ed,Melendez-Rich,Jenniferberg,MA,9047,D,656-15-0682,NASDAQ,Uak,VGlOCf,b9c222c4-a3ed-4d63-835c-a90a0f57168f,23-12-2023,15-07-2028,Bridge Loan,Expansion,25377277.08,58628340.32,12.32,Real Estate,Defaulted,Annually,USD,CCC,Yes,Disposed,4612bcd7-6d39-4a81-96e4-5966ef986bc7,Parker Inc,C,1.29,2.94,169984416.6,173220445,96980926.52,42341047.61,440265893.3,136346520.1,22113835.35,8.97,0.28
3.56291E+13,2f339549-0450-4f96-ae15-cc6f77a0761d,Koch LLC,Sherrimouth,ZM,8016,D,026-04-3791,N/A,Xxh,BWqeJT,114a4cdd-2b1a-4a5e-be23-404cff606fc0,10-04-2022,06-01-2031,Revolving,Refinancing,13465627.9,28870586.3,6.01,Equipment,Defaulted,Monthly,EUR,BB,Yes,Disposed,dfd967d5-9530-4d97-b4a6-62c02c8fdc20,Mcdaniel-Gordon,A,1.01,1.91,66022572.3,367117197.4,61308229.28,35937234.85,455029944.6,145767182.8,29878648.54,4.76,0.25
3.56767E+13,e725735f-5130-41e5-b75d-1aad3eb07f16,Carney Inc,Meghanstad,KH,8153,D,220-58-4716,NASDAQ,TTv,ZJkJoH,9265993d-17f8-4663-ba19-2b50a749067f,09-04-2021,05-05-2028,Revolving,Working Capital,16685037.64,75317189.15,10.32,Equipment,Active,Annually,GBP,AA,No,Retained,a6b4abe5-f3ea-40df-9a5a-3b5103b4f7ff,"Park, Hayes and Patrick",D,0.86,2.83,315344629.2,178885404.4,33985197.72,8139848.43,70330079.37,42581840.35,4646253.25,5.93,0.2
5.47208E+13,d0680e99-6365-4c1c-bad0-3efcd8db2752,Jones PLC,South James,AU,9103,D,664-45-4467,LSE,wmf,KUAceO,97136a31-95b0-4336-8342-b2b110705283,21-03-2020,16-12-2029,Revolving,Refinancing,68947238.07,31699387.55,3.14,Inventory,Closed,Quarterly,USD,BB,Yes,Retained,5adbe48a-3be4-4e28-b9ef-b001f52ba718,"Baxter, Garcia and Wilson",A,1.24,1.97,49141849.21,112019050.7,82051487.31,19897631.19,433597432.8,94660413.96,6142279.07,4.17,0.09
6.35387E+13,1e9156a5-08eb-4b94-9e7a-07e4feee30c9,Brown-Guzman,East Jennifer,LK,2540,C,101-30-9418,LSE,awH,VFnnqC,bbe24393-d950-4b7f-b96b-45d96fd39268,14-11-2021,08-01-2034,Term Loan,Acquisition,67503241.84,70742761.59,10.6,None,Defaulted,Quarterly,GBP,B,No,Disposed,d1c6057c-aace-4eb2-8a08-158ab3566346,Brooks-Benitez,B,1.43,2.42,319880477.3,288975018.9,65447476.13,14886473.11,427005164.6,88812402.54,21662662.94,3.61,0.03
2.00085E+13,e627bb9b-5de6-402d-b4e7-27764c2bf125,Hunter Ltd,Johnsonville,KZ,8466,B,524-26-3160,NASDAQ,ZFS,idtLpb,c807257a-33f2-484a-8a36-3853a87e6615,14-08-2021,27-12-2033,Other,Acquisition,76843021.2,58852508.28,10.16,Inventory,Defaulted,Monthly,GBP,BBB,Yes,Retained,2cc8bbad-5715-4713-9221-ae6a9472c3b7,Garcia-Marsh,B,0.54,2.91,18080534.3,237239896.7,10613132.69,2559424.59,477610097.6,199073143.7,15709778.44,8.35,0.09
2.1677E+13,e5395008-f72f-410c-a941-519db843ab34,Dominguez-Castro,Antoniochester,SN,9534,E,864-01-6462,NASDAQ,lyL,siyZzy,1d348a79-4065-491b-85c5-d1c94964285a,27-02-2025,29-10-2028,Bridge Loan,Expansion,35561103.11,37315150.61,14.77,Equipment,Closed,Monthly,EUR,AA,Yes,Disposed,9ba93307-f262-40f1-9166-e68964c13dab,Chavez Inc,D,0.51,1.45,245908816.6,19216954.01,46731239.63,2849666.17,157766968.8,162560821.1,13184282.4,1.37,0.07
3.05703E+13,60895c31-ffcf-4ec3-9cdf-533c63674261,Nixon-Allison,New Elizabethhaven,US,7246,C,126-29-7954,NASDAQ,zHE,LiEIcN,e9134961-6255-4867-9ad9-70fec1d46009,20-05-2023,14-02-2033,Bridge Loan,Expansion,50700559.13,47414915.96,1.73,None,Active,Annually,EUR,CCC,No,Retained,ecba2b00-46c0-4b9f-b079-251551d71c40,Harris Group,D,0.86,2.82,390144791.4,302931826,47789472.21,49386946.58,135625257.8,61847260.68,24765660.82,4.26,0.19
3.82426E+13,eb6a7930-9ee5-4b6a-beb9-4017dbbbb7c9,Thompson LLC,Greenville,HR,3057,D,213-19-0864,LSE,FlE,SXuyvo,2bde1442-34c4-450d-9f70-413c2e20a84e,25-02-2020,26-03-2031,Revolving,Expansion,53367061.08,22824821.13,13.84,Inventory,Closed,Quarterly,GBP,AA,No,Retained,4556429d-47e1-483c-89ca-b86f8db84e2b,Barton-Hill,B,1.19,2.29,34932047.94,298038155.9,9115178.61,7918151.01,228403586.7,153348733.6,9080392.33,8.21,0.09
9.63542E+13,c601c22a-9879-4bdc-beaa-aee43ef8d717,Campbell-Gross,Brettborough,HN,1343,A,315-11-4175,NASDAQ,gBL,aMsfqm,bae8371e-06b5-494d-ac58-ca9a538b6913,05-11-2023,05-11-2032,Term Loan,Expansion,38357619.07,20460675.54,7.73,Inventory,Active,Annually,EUR,CCC,Yes,Disposed,6d935cc4-a282-4305-a11b-eb49f65988ba,Franklin-Perry,A,1.01,1.34,238016256.9,112737325.3,34147104.78,27754782.35,197457016.5,139737958.8,19657459.25,3.87,0.29
6.59745E+13,e4288de7-50d7-44c8-b5eb-e1681e57c4bb,"Garcia, Anderson and Kennedy",South Jessica,CI,7436,C,860-04-4791,LSE,COO,FfFPbu,c1f142ab-abba-465d-bc2b-40dd7fa5fd52,11-05-2022,14-07-2027,Revolving,Acquisition,90862434.17,73801821.79,10.32,Equipment,Defaulted,Quarterly,INR,BBB,No,Retained,7ebf5fe7-b0d4-4d4c-a8a3-06020e065552,"Weber, Harris and Powers",A,1.17,1.81,295812390.1,227886645.1,44327723.46,41304172.03,188940516.4,20906646.31,20109701.73,4.29,0.28
5.92363E+13,85dbfab4-5a41-47f5-b286-9f9c3e86a7de,Taylor-Pena,North Leonard,NG,3947,B,499-37-1106,LSE,UTB,MOAdmL,a3c7dc6b-5135-4e66-a681-406a61c2ed78,16-06-2022,15-01-2033,Bridge Loan,Refinancing,82300382.68,29874724.19,3.26,Equipment,Closed,Annually,GBP,AA,No,Disposed,4f42fd0b-cbc4-47c6-9e00-3c9f8740d573,King Group,B,1.04,2.48,249225204.7,72058734.96,86286754.02,8806656.44,450813801.4,181867513,21412201.6,7.64,0.06
9.99765E+13,e9d7c933-8dd4-4de0-9f85-15eed0a2e689,Sweeney-Thomas,Kristenmouth,BH,6571,A,410-67-5165,LSE,zwi,qMFvRf,90f95473-c604-4173-92a7-e50cf09481e7,15-06-2023,08-01-2033,Other,Expansion,88573598.9,33825426.2,8.09,Real Estate,Active,Annually,EUR,AAA,No,Retained,8648ccd4-fb8b-4281-8078-13417cb1b9b3,Smith and Sons,A,1.47,1.18,151775675,181690165,10180522.22,41842113.56,56790155.52,94037926.66,8715723.6,8.87,0.17
2.67492E+13,b1f2613e-0c94-4521-bde4-a3bb77ec763f,Robertson and Sons,Taylorside,JP,4349,A,779-66-4223,N/A,oIW,jxKTjN,2ade9322-42cf-4461-9d8e-9d533752edc2,22-04-2021,11-03-2030,Bridge Loan,Expansion,25092691.73,746821.45,7.39,Inventory,Active,Quarterly,GBP,BB,No,Retained,b2027cf0-0907-44cc-b7bd-af51c96cbb79,"Wright, Cardenas and Wise",B,1.36,2.54,477207256.6,287255151.4,84752757.89,11719787.41,246957807.1,129030498.8,7174451.51,3.88,0.11
1.35465E+13,55d57a37-374a-4936-bdcc-dd38f2674ce1,"Jones, Thomas and Andrade",Lake Ashleyview,AG,2466,D,120-06-3636,LSE,Fzs,YXyxiu,1e40f545-f2dc-40a7-bf06-30d73a5c775c,04-02-2022,31-07-2033,Other,Acquisition,26563093.52,5463447.43,7.91,None,Closed,Monthly,USD,B,Yes,Retained,58c026f4-9db9-470d-a06a-fbd267b904a8,"Ortega, Lopez and Conner",A,0.97,1.26,309617764.6,388465871,38683163.34,33152958.4,466668427.5,55829148.7,17028601.28,4.91,0.01
5.7331E+13,309a526f-a7d6-4584-904f-cf07adb79345,"Bond, Reed and Evans",East Meagan,AG,5566,C,623-38-6509,N/A,yVv,EdIhUV,2a39e91b-fcf3-458d-8d84-7a78a8c5a513,25-01-2022,07-12-2033,Bridge Loan,Acquisition,22021645.07,78817530.62,11.41,None,Defaulted,Annually,INR,BB,Yes,Retained,cd7a7529-2c04-4e25-961a-ec1f3d11e3f0,Brennan Inc,C,1.03,2.53,446088625.2,309220366.1,33030258.9,39204845.78,97202871.82,4675009.25,3211967.81,9.74,0.02
3.77413E+13,dcf5bfe8-1c09-4f57-b9ed-9dd03900c9ab,Morris-Krause,Crystalmouth,NR,5224,C,173-30-8190,N/A,TQm,xWqbNB,e6abca6b-4221-41b3-ad20-2c59cfb06931,22-11-2024,31-10-2027,Term Loan,Acquisition,11072008.51,11114415.71,5.39,Equipment,Closed,Monthly,USD,AA,No,Disposed,c5269962-8e17-4077-b182-129ed7ef019e,Brooks Inc,A,1.12,1.91,294297458.8,203375835,99892862.81,30941667.21,156077711.7,36504546.55,6352436.03,1.73,0.06
8.36481E+13,7cb913a2-5e08-416e-8dc6-86beb3edaede,Taylor PLC,Davidmouth,TG,3792,C,606-03-1153,NYSE,vtC,DEHUqX,a767132b-d22f-44e5-bdc2-a1c3849b3062,10-02-2022,28-10-2027,Term Loan,Expansion,27273580.85,20005428.47,2.89,Inventory,Defaulted,Quarterly,USD,AA,Yes,Retained,697f37b0-447e-44a0-8c0d-1f9a7928965a,Short Ltd,B,1.34,1.86,202886366.9,328716743.6,42556324.34,49080329.68,353258805.1,168493398.3,9745177.64,4.24,0.09
2.77718E+13,0eb073e5-ea22-45a7-8b0e-d858f5f16bc7,Miles Ltd,North Cody,KZ,6897,D,179-15-1540,N/A,qox,aXuPLa,50ecf384-664c-4740-a506-cf34a0fd6403,19-11-2020,12-01-2030,Revolving,Working Capital,12249509.19,81444112.87,12.54,Real Estate,Defaulted,Monthly,USD,A,No,Disposed,2d183905-25e7-440c-bc3e-679f2d75053e,Pierce Group,D,1.08,1.52,435747361.9,169707543.4,34199909.98,5358761.95,58948027.34,35310336.79,26803443.45,5.64,0.09
4.03245E+13,ea84d223-da35-4268-bd74-5be5eab06969,"Berry, Henderson and Silva",South James,TZ,4887,E,793-94-4018,NYSE,WXN,laIhtQ,59055cea-b48d-4e6e-8626-3fdff61e1589,21-08-2022,19-04-2031,Term Loan,Working Capital,23278514.76,85452884.03,13.9,Real Estate,Closed,Monthly,USD,BB,No,Disposed,097f1a97-4191-4b4e-a189-67449c59d7e0,Chen-Moon,C,0.92,1.43,389252393.9,255335130.9,89940306.48,36595107.84,129300806,167408874.9,20697004.3,7.88,0.08
7.88036E+13,62b123eb-5309-48dd-8b16-3379941b6dda,"Knight, Gomez and Foley",Juanberg,UZ,9533,D,048-05-7840,NYSE,oBj,QCOihE,036ca2df-fd71-4bba-bfcd-26babc33e28a,31-08-2020,04-02-2035,Bridge Loan,Refinancing,33273277.07,67361873.81,10.57,None,Active,Quarterly,EUR,B,No,Retained,43bf5a87-b534-4559-97d7-dce9ee9de0ae,Cox-James,A,0.58,2.68,165946152.9,163498703.7,40976575.64,18100976.42,159195565.2,41579927.94,22468824.2,9.75,0.28
7.29746E+13,5854c468-a104-45de-90d5-851948e5e792,"Martinez, Allen and Wood",Lake Deborahburgh,MH,1908,A,395-34-8044,NASDAQ,VYy,UPauYN,2e6e6df2-ff02-41bf-92c7-9b970fa979de,15-06-2020,20-10-2029,Term Loan,Acquisition,11932088.87,13153254.15,2.91,None,Active,Annually,INR,B,Yes,Disposed,833acddf-9c7f-4971-b9d3-8aae852f7786,"Thomas, Kim and Bell",B,0.66,2.7,169990853.4,79732544.69,3985168.43,33382362.44,479613157.5,18142801.03,1493125.87,2.59,0.02
7.82986E+13,c24d4b23-350d-4f6f-843c-5801586ee6da,"Williams, Wells and Hensley",East Julie,ID,6987,C,367-85-1568,NASDAQ,ZEr,GCASFH,395e8b0e-4226-431d-ae3d-2ace4c58feb1,13-10-2020,01-11-2032,Term Loan,Acquisition,69936335.26,88962657.78,6.79,Inventory,Defaulted,Quarterly,GBP,AA,No,Disposed,f103e598-53a5-40e5-bb05-cd1381ace046,"Hale, Dougherty and Martinez",A,0.76,1.1,153630976.8,353961891.5,26664845.62,10630768.23,30909546.66,71483591.41,15058800.07,6.34,0.21
5.77616E+13,257b4e39-483c-4ea7-a437-199bd6c2105e,"Norton, Simon and Hall",Amberside,SB,6712,A,041-53-2244,LSE,zMo,DPOKqP,eb0f6c8a-460d-44fe-b074-64df8279b356,08-07-2021,29-07-2032,Revolving,Refinancing,80823010.12,12588041.01,8.39,None,Active,Quarterly,EUR,BB,Yes,Disposed,69117c58-9c1d-4ec9-9e75-f6a1c1e63b66,Rose-Davis,D,1.33,2.59,447062335.6,334398135,25556001.12,48820598.41,105818416.2,10212637.91,9682120.86,7.25,0.06
9.85448E+13,f3aefab0-091b-45ba-bcbb-66f02ae600e0,Richards-Miller,Emmamouth,TL,7922,A,035-09-2354,NASDAQ,mpz,mGKdWa,cd5112a8-5061-42ee-9e86-2ae4875730b9,14-01-2024,31-03-2027,Other,Refinancing,71347544.07,43101411.38,10.27,Inventory,Closed,Monthly,INR,B,No,Retained,e4da5d4c-01db-47eb-9eba-2206ec822684,"Simmons, Phillips and French",D,1.18,2.12,457224884.6,200631765.8,69041980.03,10692866.45,134071066.9,42907755.74,8982448.59,8.08,0.12
4.93979E+13,a239b95d-4434-41b8-974f-8d43ca18ad9c,Lam Ltd,Lake Andrew,NZ,7275,E,712-48-1553,NASDAQ,grs,jMpiow,cdf33115-ffa5-45a5-ba2e-f680ce87eca0,15-03-2024,27-09-2030,Bridge Loan,Expansion,98117013.71,22564170.6,2.58,Real Estate,Closed,Annually,EUR,CCC,Yes,Disposed,639354fb-8924-496b-92b2-eeab362e4112,Barker Ltd,D,1.35,2.64,125107355.7,394777542.4,74665123.75,9963588.63,311153260.5,98168502.6,29830422.16,2.96,0.04
9.65756E+13,c4d25725-3c91-4e14-9af2-aed0b72c6f89,Lee-Howell,South Cynthiaside,CR,8724,A,490-77-2470,N/A,npQ,jrTpav,01fe5ded-bb5b-4f89-8aad-1098b1082c71,19-01-2024,14-09-2030,Bridge Loan,Working Capital,70438285.83,25001350.97,1.54,Equipment,Defaulted,Quarterly,EUR,A,Yes,Retained,1941389d-4acd-4b2f-8f66-7fc1400a2f4e,Butler-Frank,D,1.18,1.72,334778555.3,51187730.83,1575342.09,49351718.72,248882002.4,182718327.4,25431813.23,8.37,0.1
9.16E+13,6f938562-cd09-41ee-a2a3-aee4f2710e68,Patterson-Hartman,Port Bradville,BB,3132,B,124-79-9276,NASDAQ,bcw,UPwZNH,2493732b-5825-48b6-bdb0-59324f4ea2dc,16-06-2023,23-12-2032,Bridge Loan,Expansion,22497074.01,22561325.97,7.83,Inventory,Closed,Annually,USD,AA,Yes,Retained,dbc159cf-0b32-4eeb-8da7-259b00148788,"Harris, Sanchez and Graves",E,1.41,1.93,232999292.7,219468489.9,4894203.66,17544888.35,170994057.9,141485462.9,12234849.95,1.4,0.12
5.75048E+13,1ab5aea7-e61d-4ec8-a602-2deaaaac11f8,Vaughan Ltd,New Amanda,SE,1922,E,188-58-2692,NYSE,ezg,GOgfBS,2311342b-1f85-4004-af4c-d1385286c49d,27-06-2022,28-12-2034,Bridge Loan,Refinancing,56782745.78,39282200.69,4.31,Inventory,Closed,Monthly,USD,B,No,Retained,82dd5ce3-748e-4c01-924f-8349ff181b79,Gray-Garcia,D,1.44,2.56,51882131.44,84544697.82,59668693.12,1187984.64,204856210.1,38343960.86,12734238.07,8.93,0.08
8.11816E+13,8ef649ba-fa62-49ad-8f69-3badce39b1a6,Valenzuela-Nixon,Wellstown,AF,7872,B,474-66-5969,NYSE,cfZ,piSGvR,9419f000-07ec-435f-8efd-06c723266692,10-03-2022,10-01-2028,Bridge Loan,Working Capital,9880451.67,19199541.15,3.02,Equipment,Active,Annually,USD,CCC,No,Retained,98fea8e4-bc45-4c33-ada3-6af71f2d861e,Watson-Phelps,D,0.57,1.27,254436582.4,350917558,65510767.2,8538729.51,212397372.8,182358837.3,16560605.61,2.75,0.14
7.86211E+13,f1593e87-e3fb-45d3-be55-3661f0e00b19,"Mitchell, Davis and Carter",Williamsview,LR,7485,A,514-49-7015,LSE,ybh,jRfexd,dcd638c9-c3ee-4937-97b0-9b32aadf86a8,03-03-2024,11-01-2028,Revolving,Refinancing,7451189.56,53701069.82,9,Equipment,Defaulted,Annually,EUR,B,Yes,Disposed,115ff91d-e70e-4058-a7ca-78bee966ab2f,Rollins Ltd,C,1.19,2.75,448993038,215502144.1,81196719.11,45314892.9,81249302.88,152244955,5654374.06,3.61,0.1
8.58458E+13,f4b91efa-11fc-466b-8ef5-b7fd6b4259a2,Mills-Flores,Markbury,TV,2548,A,473-93-8559,LSE,Tka,IfmgTE,695d8458-5663-4442-8405-6c5eb1dc8dbd,15-06-2022,14-11-2029,Revolving,Refinancing,46559562.94,79046685.14,11.79,Real Estate,Closed,Quarterly,USD,B,No,Disposed,494cded8-8121-41f9-a6af-6143b247b651,"Norman, Howard and Carter",A,1.28,1.71,328106504.6,100597641.5,50949045.16,26682381.95,131400191.9,42358365.58,28164869.18,2.76,0.22
7.69254E+13,9f900772-8240-4867-a75c-f1dc7c636737,"Wells, Contreras and Kennedy",Sonyamouth,DO,6532,C,748-46-5830,N/A,rFb,GSwShw,e5fa4e07-47de-4595-8622-d58417a42aab,15-11-2021,15-02-2029,Other,Expansion,57955677.16,25663842.13,7.17,Equipment,Active,Annually,USD,CCC,Yes,Retained,17d070db-e3ba-480b-a1d1-c676dcdfd130,"Rogers, Brown and Washington",C,1.06,2.44,303187653.7,130916141.7,35398682.34,29655051.12,243928298.5,43057694.7,28090518.98,2.36,0.06
7.93516E+13,095554cb-5a76-4956-9e55-7fb943a0c758,"Norman, Thompson and West",Smithfort,MX,7889,C,230-26-9750,NYSE,NSg,QoeGwz,480afa16-7189-4ebe-847c-3b66abd1841c,23-10-2021,23-04-2030,Revolving,Working Capital,68184980.47,82162254.88,6.24,None,Defaulted,Annually,USD,AAA,Yes,Retained,1652ceb1-48fb-4492-8fe0-b5f1879e915c,Ali-Barry,B,0.69,2.58,409679936.2,378573506.1,87069468.34,35305487.97,281715984.6,11969670.12,29889766.99,7.82,0.2
5.79209E+13,fdd9f95f-4b64-4f16-9fd2-d34bffb0713c,"Moore, Goodwin and Wilkinson",Moorestad,SV,7045,B,851-64-6638,LSE,DSv,WXhznR,fe27f02b-0b60-4aff-8f89-36ba22fb5fb3,06-04-2023,26-02-2032,Other,Working Capital,8363862.96,87780524.06,13.5,Inventory,Closed,Quarterly,EUR,A,No,Retained,23672989-e4b3-42b3-aaf4-d6cdfa75edf7,"Edwards, Newman and Jones",C,1.33,1.29,374799648.3,170531859.9,30815108.54,38625399.77,116964126.7,89620657.51,9590281.7,1.01,0.09
6.53261E+13,4023d6ff-8786-4c32-9f6f-c31609e2112e,Howell PLC,Port Carolyn,AL,6371,B,586-74-5286,N/A,ncs,UnvGrT,2fbfa6a5-a03c-4d42-b41d-83de075555df,28-05-2020,06-08-2034,Bridge Loan,Acquisition,83791931.07,6304637.2,10.65,None,Active,Monthly,USD,BB,Yes,Retained,a2a8919e-bfdc-4176-b6b2-72ef03df4034,Casey PLC,A,0.9,2.57,153123800.8,173486208.7,67056010.8,32180856.97,323020254.8,90503800.03,15779000.02,8.26,0.09
2.84104E+13,553e4bba-2fe5-43b2-954e-f6ef3fe73e31,Baker-Kline,South Russellshire,IS,8411,E,749-96-0711,NASDAQ,vMH,LNlitC,6d6dc930-8d62-40da-bc68-f0daabeff713,02-12-2022,06-08-2030,Bridge Loan,Refinancing,59712192.26,34066077.17,8.3,Equipment,Closed,Monthly,USD,BBB,Yes,Retained,ac193a75-7f9d-4cc3-a131-f17eb2bbf814,Peterson-Cooper,B,1.25,2.83,179172990.5,315635126,99543654.2,47252913.72,71119810.72,119216487.2,14333703.68,4.29,0.26
4.22549E+13,0a1597ab-d81f-486f-9eeb-d5b333a5b672,Thompson-Stephens,Cynthiahaven,GE,4442,D,418-36-8293,LSE,HhJ,hFqvmJ,a6641f34-e0a6-4cc9-b254-e09b6d668c15,26-04-2020,24-04-2030,Term Loan,Refinancing,76687366.38,65270585.37,7.67,None,Defaulted,Quarterly,INR,CCC,Yes,Disposed,f80220c7-cae4-4812-984e-fdc6655d0d55,Hall Ltd,C,1.08,1.52,410306216.8,303133258.9,23389239.26,26875040.67,170937765.8,44620135.69,14240498.86,8.12,0.21
4.46839E+13,ef4d2d44-076c-415b-8041-339395b24c3e,Powell Ltd,East Mark,ZA,4217,C,761-93-6707,NASDAQ,nkW,jyKBtg,c0202854-8b52-4dfa-9681-b82ddc357261,07-11-2021,14-02-2032,Bridge Loan,Acquisition,32011308.76,55759540.6,13.57,Real Estate,Active,Quarterly,INR,BB,No,Disposed,e83b8d41-af5e-4eef-ba9c-41e0be02a56a,Church-Gonzalez,E,1.4,1.28,348209605.6,336018911.7,28130200.15,4288748.28,405863794.5,83438104.11,22392660.5,6.03,0.14
3.07907E+13,43ba2526-47cd-433d-b892-ffe778861b4c,Robles Inc,New Paul,TH,8678,B,474-75-6480,N/A,sCx,snZbLj,0eb7c2fc-304b-4c55-93b0-448ae948cd7b,02-04-2020,21-08-2030,Term Loan,Expansion,72243472.43,82853005.63,11.29,Real Estate,Defaulted,Monthly,EUR,A,Yes,Retained,23853f94-2f79-4685-9431-238080209665,Foster and Sons,E,1.09,1.67,137822969.6,205963377.9,56526038.18,25890457.9,53003418.62,173585139.8,28319987.8,7.61,0.22
6.94566E+13,7a2aba64-3c64-4937-8ed2-892a1a80fa95,Davidson-Wright,Mirandashire,PA,1697,C,233-82-3711,LSE,gaJ,qAaOZR,bf81298a-2659-4326-ac4d-1470665d892c,30-11-2023,22-12-2027,Bridge Loan,Refinancing,20813310.67,88349739.87,3.83,None,Closed,Monthly,INR,AAA,Yes,Disposed,b7ffe308-823c-477d-b94c-f8a5b4b4c3c3,"Campbell, Young and Gamble",A,1.19,2.54,45260829.07,323143955,7265636.95,47157664.05,305252923.2,7143773.74,14651391.72,8.72,0.28
4.21015E+13,f02941b5-51e0-4356-8da8-22ee9e087ad7,"Cortez, Alvarez and Fuller",South Kaylaview,BI,5046,B,323-94-3310,NYSE,dmr,jmKpAh,e137edb2-218a-490f-b230-247048e5ea3f,28-11-2020,04-05-2030,Bridge Loan,Acquisition,28345086.19,71270273.8,7.54,Inventory,Defaulted,Annually,USD,AAA,Yes,Retained,5984b198-2941-4890-b41c-03aa6ad2d557,Chapman-Lewis,B,1,1.78,484330876.2,76800070.33,18029975.18,13160113.39,295092249.3,33902302.03,9026293.37,4.3,0.16
5.15172E+13,47908fdc-57ab-4280-8207-8b4b94cf2e4c,"Garcia, Alexander and Miller",North Stevenland,LA,7855,A,545-29-5513,N/A,fob,JyDAHo,7d7000cb-607d-407f-a650-edd984992e3d,10-08-2023,15-08-2033,Revolving,Expansion,95605039.6,76823278.89,7.99,Equipment,Defaulted,Monthly,USD,CCC,Yes,Disposed,c8585194-2fbf-41d8-8d64-7ab308d063cb,Perez Inc,C,0.84,1.45,263234439.7,152177948.5,97137913.13,3765285.11,15548719.71,82489882.62,11533341.93,6.96,0.27
9.90797E+13,e6e791fc-100a-4df0-99cc-01ea94dae042,Gross Inc,Raystad,MV,9951,E,058-01-2075,NASDAQ,CVP,HSFVNr,a41292ef-ed80-4ad0-a131-7b2a0e5abdaa,06-07-2021,03-08-2032,Revolving,Expansion,1544312.18,67569832.9,5.91,None,Active,Quarterly,INR,BB,Yes,Disposed,a405bdc0-6571-4b27-9581-78ef4de73332,Olson Ltd,E,1.2,1.46,109731521.7,354130032.4,51207193.14,5267808.57,243268814.5,151300842.6,19966635.66,5.07,0.09
1.25308E+13,2485fa48-8b19-4775-b84d-4e0db0bee9ac,Welch Group,Dyershire,DE,6529,E,762-50-9639,NYSE,vOJ,XZmtSQ,2cbafbda-3cda-49d6-8e5c-ac48398a6646,31-12-2020,23-12-2028,Other,Refinancing,20250629.43,36976671.59,8.23,None,Defaulted,Monthly,GBP,BB,Yes,Retained,f96641b1-0920-4e1a-aab8-c20b0e9ffe3e,Hines-Chase,C,1.24,2.06,377952464.5,123498518.3,59630462.62,8938156.28,391000441.2,57779728.42,15546427.28,6.45,0.21
8.02248E+13,a4b8f299-4c65-4e92-9d57-9f70bedaeec3,Bailey-Ortiz,Austinchester,NL,4593,D,099-50-1569,NASDAQ,Cvm,mBysvR,bfe59328-99b3-4183-b57c-a4d231c8ceba,23-12-2023,27-02-2034,Term Loan,Expansion,1838935.14,24407678.1,6.31,Inventory,Closed,Monthly,INR,BBB,Yes,Retained,1fb02180-0602-49a3-80ea-ac2cf9ad7a30,"Morgan, Mendoza and Rivera",D,1.17,1.65,477701833.9,264576013.4,40921430.31,40399894.37,482258046.9,116199364.3,21584041.09,5.9,0.22
8.98987E+13,fceae278-ccfd-4a6d-a8de-3e782685a0c3,Holt Inc,New Roger,KZ,3538,E,712-87-8849,NYSE,rSK,VzAJUC,5a7dbe69-5942-4e50-a9f0-a9b4af01067e,04-02-2022,05-07-2032,Other,Working Capital,56686621.35,30448727.71,10.79,None,Active,Monthly,EUR,AAA,Yes,Disposed,98737a91-3e82-47be-8bbe-0780b7d811a4,Hammond-Mitchell,B,1.25,2.88,211660374.8,74461291.54,47418645.76,47941634.36,443850173.8,121413202.8,27727923.85,2.81,0.23
3.89379E+13,7a242960-ff64-4174-8c30-346dadea623e,Mitchell and Sons,North Justin,TG,1249,E,282-28-8573,N/A,JaC,AsPQEm,5625641a-cd21-4325-9811-46e5819a4cc3,24-04-2022,05-11-2030,Term Loan,Working Capital,49512888.02,44222589.03,8.14,Inventory,Defaulted,Annually,GBP,AAA,Yes,Disposed,14959a4b-baa8-449b-aa0e-11e83632ba7f,Scott-Wright,A,0.88,2.28,242815098.3,353680963.3,40739861.64,22174019.18,53571711.86,106930475.3,26900510.68,1.03,0.02
7.97897E+13,8361996b-7da3-4cde-898c-69cd436c9862,"Anderson, Baxter and Gordon",Stephanietown,BI,6097,C,447-75-3711,NASDAQ,laX,jFfXKH,0b75dc04-fdfd-4c3e-b619-71e438c68d96,04-04-2022,16-04-2031,Term Loan,Refinancing,96500204.75,44717335.2,9.21,None,Active,Monthly,GBP,BBB,No,Retained,b1a172ce-9e15-441c-aa51-10de7293fa02,Choi Ltd,D,1.28,2.04,378972928.4,69549984.16,64735414.3,42918456.64,314263505.2,47963641.09,11118796.88,1.68,0.22
